스타일대분류,스타일소분류,맥주명,양조장명,제조국가명,도수,평균점수,리뷰수,평가수,현재상태,Full Name,Astringent,Body,Alcoholic,Bitter,Sweet,Sour,Salty,Fruity,Hoppy,Spices,Malty
Wheat Beers,Hefeweizen,Licher Hefeweizen,Licher Privatbrauerei,Germany,5.4,3.76,76,79,Active,Licher Hefeweizen Licher Privatbrauerei,19,27,20,10,21,28,0,61,10,38,35
Wheat Beers,Hefeweizen,Miami Weiss,MIA Beer Co.,United States,6,3.78,30,119,Active,Miami Weiss MIA Beer Co.,10,32,27,7,14,16,0,36,13,27,26
Wheat Beers,Hefeweizen,Grieskirchner Jörger Weisse,Brauerei Grieskirchen AG,Austria,5.1,3.64,99,48,Active,Grieskirchner Jörger Weisse Brauerei Grieskirchen AG,8,29,23,8,22,61,3,80,5,22,27
Wheat Beers,Hefeweizen,Summertime Wheat,Rahr & Sons Brewing Company,United States,5.2,3.56,55,92,Active,Summertime Wheat Rahr & Sons Brewing Company,13,40,24,7,23,47,0,69,8,38,43
Wheat Beers,Hefeweizen,Ramstein Blonde Wheat Beer,High Point Brewing Company,United States,5.5,3.74,105,39,Active,Ramstein Blonde Wheat Beer High Point Brewing Company,12,33,23,4,15,22,0,39,5,25,32
Wheat Beers,Hefeweizen,Whippet Wheat,Thirsty Dog Brewing Company,United States,5.2,3.61,48,93,Active,Whippet Wheat Thirsty Dog Brewing Company,9,44,31,5,38,44,0,78,8,29,50
Wheat Beers,Hefeweizen,King Heffy Imperial Hefeweizen,Howe Sound Inn & Brewing Company,Canada,7.7,3.86,42,97,Active,King Heffy Imperial Hefeweizen Howe Sound Inn & Brewing Company,23,40,44,12,25,40,0,62,27,26,50
Wheat Beers,Hefeweizen,Plank Bavarian Hefeweizen,Brauerei Michael Plank,Germany,5.2,3.85,88,51,Active,Plank Bavarian Hefeweizen Brauerei Michael Plank,9,30,33,16,24,26,0,64,16,41,30
Wheat Beers,Hefeweizen,Highwater Hefeweizen,Neshaminy Creek Brewing Company,United States,5.2,3.73,32,107,Active,Highwater Hefeweizen Neshaminy Creek Brewing Company,23,44,29,19,30,38,1,64,24,46,72
Wheat Beers,Hefeweizen,Leavenworth Whistling Pig Wheat Ale,Fish Brewing Company / Fishbowl Brewpub,United States,4,3.21,55,77,Active,Leavenworth Whistling Pig Wheat Ale Fish Brewing Company / Fishbowl Brewpub,19,30,23,8,15,24,0,45,10,23,42
Wheat Beers,Hefeweizen,El Jefe,J. Wakefield Brewing,United States,5.5,3.9,29,103,Active,El Jefe J. Wakefield Brewing,10,41,29,17,28,43,0,43,19,12,47
Wheat Beers,Hefeweizen,Erdinger Schneeweisse,Erdinger Weissbräu,Germany,5.6,3.58,52,79,Active,Erdinger Schneeweisse Erdinger Weissbräu,9,29,14,5,15,23,0,73,5,12,83
Wheat Beers,Hefeweizen,Oettinger Hefeweissbier,Oettinger Brauerei GmbH,Germany,4.9,3.6,51,80,Active,Oettinger Hefeweissbier Oettinger Brauerei GmbH,20,35,34,21,39,34,0,57,29,25,55
Wheat Beers,Hefeweizen,Windansea Wheat Hefeweizen,Karl Strauss Brewing Company,United States,5.1,3.68,36,94,Active,Windansea Wheat Hefeweizen Karl Strauss Brewing Company,12,20,8,8,14,19,0,38,6,15,17
Wheat Beers,Hefeweizen,Spinnaker,Rising Tide Brewing Company,United States,4.5,3.67,24,96,Active,Spinnaker Rising Tide Brewing Company,9,30,31,12,9,21,0,58,6,37,43
Wheat Beers,Hefeweizen,Hefeweizen,Frankenmuth Brewery,United States,5.2,3.65,28,91,Active,Hefeweizen Frankenmuth Brewery,8,36,32,10,17,43,2,65,10,30,42
Wheat Beers,Hefeweizen,Harvest Hefeweizen,BJ's Restaurant & Brewhouse,United States,4.9,3.4,28,90,Active,Harvest Hefeweizen BJ's Restaurant & Brewhouse,18,36,23,24,21,39,3,68,25,39,42
Wheat Beers,Hefeweizen,Hefe Weizen,East End Brewing Company,United States,6.2,3.84,39,79,Active,Hefe Weizen East End Brewing Company,7,22,17,6,9,13,0,23,8,10,17
Wheat Beers,Hefeweizen,Rockfish Wheat,Blue Mountain Brewery,United States,5.4,3.62,39,78,Active,Rockfish Wheat Blue Mountain Brewery,11,21,33,18,20,45,1,64,29,26,45
Wheat Beers,Hefeweizen,Samuel Adams Harvest Hefe,Boston Beer Company (Samuel Adams),United States,5.4,3.71,36,80,Active,Samuel Adams Harvest Hefe Boston Beer Company (Samuel Adams),17,30,36,15,14,36,0,64,14,17,38
Wheat Beers,Hefeweizen,Old World Hefeweizen,Bootlegger's Brewery,United States,5,3.65,40,75,Active,Old World Hefeweizen Bootlegger's Brewery,17,33,28,13,26,18,0,46,23,86,63
Wheat Beers,Hefeweizen,Groove City Hefeweizen,RAR Brewing (Realerevival),United States,5.2,3.92,25,88,Active,Groove City Hefeweizen RAR Brewing (Realerevival),8,31,25,12,14,30,0,59,11,25,32
Wheat Beers,Hefeweizen,Hofbräu Hefe Weizen,Hofbräuhaus Pittsburgh,United States,5.4,3.98,25,86,Active,Hofbräu Hefe Weizen Hofbräuhaus Pittsburgh,10,37,26,9,14,23,1,47,7,36,36
Wheat Beers,Hefeweizen,El Jefe Weizen Ale,Hale's Ales Brewery & Pub,United States,4.5,3.6,53,58,Active,El Jefe Weizen Ale Hale's Ales Brewery & Pub,18,15,21,8,10,16,0,42,8,33,28
Wheat Beers,Hefeweizen,Hefe-weizen,Drake's Brewing Co.,United States,4.9,3.55,34,73,Active,Hefe-weizen Drake's Brewing Co.,23,35,24,22,22,48,0,70,19,11,34
Wheat Beers,Hefeweizen,Moosbacher Weissbier,Private Landbrauerei Scheuerer,Germany,5,3.63,65,38,Active,Moosbacher Weissbier Private Landbrauerei Scheuerer,29,50,36,21,29,57,1,80,25,29,45
Wheat Beers,Hefeweizen,Primátor Weizenbier,Pivovar Náchod a.s.,Czech Republic,5,3.79,30,72,Active,Primátor Weizenbier Pivovar Náchod a.s.,20,26,40,25,25,63,0,82,24,36,38
Wheat Beers,Hefeweizen,Feed The Monkey,Jailbreak Brewing Company,United States,5.6,3.66,20,82,Active,Feed The Monkey Jailbreak Brewing Company,15,26,18,9,7,28,0,46,29,23,27
Wheat Beers,Hefeweizen,Sommer Vice,Steel Toe Brewing,United States,5,3.65,26,72,Active,Sommer Vice Steel Toe Brewing,18,50,37,17,31,63,0,113,14,24,43
Wheat Beers,Hefeweizen,Crop Circle Wheat,Great Dane Pub & Brewing Company (Downtown),United States,5.5,3.83,24,70,Active,Crop Circle Wheat Great Dane Pub & Brewing Company (Downtown),17,40,38,14,18,54,2,83,12,29,59
Wheat Beers,Hefeweizen,Huber Weisses Original,Hofbrauhaus Freising,Germany,5.6,3.74,32,62,Active,Huber Weisses Original Hofbrauhaus Freising,6,56,12,13,11,12,0,26,15,9,108
Wheat Beers,Hefeweizen,Hefeweizen,Cambridge Brewing Company,United States,5.75,4.02,39,55,Active,Hefeweizen Cambridge Brewing Company,7,22,22,9,14,17,0,34,6,26,34
Wheat Beers,Hefeweizen,Fool's Gold Peanut Butter Hefeweizen,Rusty Rail Brewing Company,United States,8,3.73,30,63,Active,Fool's Gold Peanut Butter Hefeweizen Rusty Rail Brewing Company,17,47,49,12,28,77,0,99,8,36,63
Wheat Beers,Hefeweizen,Hefe Weizen,Sudwerk Brewing Company,United States,4.7,3.65,40,49,Active,Hefe Weizen Sudwerk Brewing Company,23,40,33,20,16,49,1,77,19,43,39
Wheat Beers,Hefeweizen,Stiegl Weisse Naturtrüb,Stieglbrauerei zu Salzburg GmbH,Austria,5.1,3.67,21,67,Active,Stiegl Weisse Naturtrüb Stieglbrauerei zu Salzburg GmbH,15,23,33,12,29,43,0,65,26,27,40
Wheat Beers,Hefeweizen,Série Signature - Hopfenweisse,Les Trois Mousquetaires,Canada,6,3.88,29,58,Active,Série Signature - Hopfenweisse Les Trois Mousquetaires,16,46,40,14,51,36,0,66,13,35,63
Wheat Beers,Hefeweizen,Weizenzäpfle,Badische Staatsbrauerei Rothaus,Germany,5.4,3.97,42,45,Active,Weizenzäpfle Badische Staatsbrauerei Rothaus,25,57,37,97,67,90,0,160,131,23,62
Wheat Beers,Hefeweizen,Ramstein Double Platinum Blonde,High Point Brewing Company,United States,6.7,4.13,32,53,Active,Ramstein Double Platinum Blonde High Point Brewing Company,11,39,23,13,27,57,0,81,13,27,33
Wheat Beers,Hefeweizen,Baltas White,UAB Švyturys - Utenos alus,Lithuania,5,3.57,32,52,Active,Baltas White UAB Švyturys - Utenos alus,16,45,37,7,31,42,0,65,15,31,39
Wheat Beers,Hefeweizen,Erdinger Champ,Erdinger Weissbräu,Germany,4.7,3.09,45,39,Active,Erdinger Champ Erdinger Weissbräu,21,33,31,5,12,34,1,47,10,18,35
Wheat Beers,Hefeweizen,Hoffman Weiss,Moat Mountain Smoke House & Brewing Co.,United States,5.7,3.78,32,51,Active,Hoffman Weiss Moat Mountain Smoke House & Brewing Co.,12,30,25,9,22,26,0,43,8,10,48
Wheat Beers,Hefeweizen,Wild Oats Series No. 31 Wag The Wolf,Beau's All Natural Brewing Company,Canada,6.8,3.8,25,57,Active,Wild Oats Series No. 31 Wag The Wolf Beau's All Natural Brewing Company,10,45,32,16,27,47,0,65,17,35,48
Wheat Beers,Hefeweizen,Top Heavy Hefeweizen,Piece Brewery & Pizzeria,United States,5.5,4.05,26,53,Active,Top Heavy Hefeweizen Piece Brewery & Pizzeria,14,27,22,52,32,46,0,77,70,22,43
Wheat Beers,Hefeweizen,Hefeweizen,Dovetail Brewery,United States,4.8,4.03,25,52,Active,Hefeweizen Dovetail Brewery,10,34,26,7,10,31,0,48,5,21,27
Wheat Beers,Hefeweizen,Pimock,Freigeist Bierkultur,Germany,5.3,3.5,20,52,Active,Pimock Freigeist Bierkultur,11,35,30,13,14,32,1,48,11,13,43
Wheat Beers,Hefeweizen,Heavenly Hefeweizen,Craftsman Brewing Co.,United States,5,4.04,22,49,Active,Heavenly Hefeweizen Craftsman Brewing Co.,13,41,37,8,19,27,0,57,8,34,39
Wheat Beers,Hefeweizen,Hefeweizen,Fair State Brewing Cooperative,United States,4.8,3.96,20,51,Active,Hefeweizen Fair State Brewing Cooperative,30,69,67,50,70,82,0,108,71,29,117
Wheat Beers,Hefeweizen,Ewald The Golden,Utepils Brewing Co,United States,5.2,4.1,21,47,Active,Ewald The Golden Utepils Brewing Co,20,31,34,11,13,34,0,57,12,31,28
Wheat Beers,Hefeweizen,Shiro,Coedo Brewery (Kyodo Shoji Koedo Brewery),Japan,5.5,3.58,24,44,Active,Shiro Coedo Brewery (Kyodo Shoji Koedo Brewery),11,33,29,1,17,22,0,56,2,30,44
Wheat Beers,Hefeweizen,Löwen Weisse,Löwenbräu AG,Germany,5.2,3.83,28,40,Active,Löwen Weisse Löwenbräu AG,12,32,22,9,14,13,0,44,9,24,38
Wheat Beers,Hefeweizen,Bären Weisse,Privatbrauerei H. Egerer,Germany,5.2,3.6,29,38,Active,Bären Weisse Privatbrauerei H. Egerer,15,35,22,8,15,22,0,41,10,16,39
Wheat Beers,Hefeweizen,Hefe-Weizen,Olde Hickory Brewery,United States,4.5,3.51,28,39,Active,Hefe-Weizen Olde Hickory Brewery,9,30,29,11,29,28,0,63,9,20,54
Wheat Beers,Hefeweizen,Baltas,UAB Švyturys - Utenos alus,Lithuania,5.2,3.69,47,20,Active,Baltas UAB Švyturys - Utenos alus,17,49,41,11,21,41,2,71,18,37,46
Wheat Beers,Hefeweizen,Kaiserdom Hefe-Weissbier Naturtrüb,Kaiserdom Privatbrauerei Bamberg,Germany,4.7,3.14,22,45,Active,Kaiserdom Hefe-Weissbier Naturtrüb Kaiserdom Privatbrauerei Bamberg,21,39,19,3,18,41,0,56,5,22,33
Wheat Beers,Hefeweizen,Hefeweizen,Oak Creek Brewing Co.,United States,4.5,3.58,24,43,Active,Hefeweizen Oak Creek Brewing Co.,15,24,19,7,20,19,0,41,7,15,26
Wheat Beers,Hefeweizen,Blau Weisse,Hohenthanner Schlossbrauerei,Germany,5.6,3.58,27,40,Active,Blau Weisse Hohenthanner Schlossbrauerei,20,45,27,15,18,31,2,64,14,34,43
Wheat Beers,Hefeweizen,Fargo Brothers Hefeweizen,Tyranena Brewing Company,United States,5.25,3.9,35,29,Active,Fargo Brothers Hefeweizen Tyranena Brewing Company,13,33,27,12,28,23,0,47,18,19,37
Wheat Beers,Hefeweizen,The Hef,Frankenmuth Brewery,United States,5.2,3.57,20,43,Active,The Hef Frankenmuth Brewery,26,33,35,7,17,43,1,66,14,39,45
Wheat Beers,Hefeweizen,Hofbräu Munich Weizen,Hofbräuhaus Newport,United States,5.4,3.72,24,39,Active,Hofbräu Munich Weizen Hofbräuhaus Newport,8,28,9,9,17,18,0,41,8,16,14
Wheat Beers,Hefeweizen,Harvest Hefeweizen,BJ's Chicago Pizza & Brewery Inc.,United States,4.8,3.62,23,38,Active,Harvest Hefeweizen BJ's Chicago Pizza & Brewery Inc.,18,39,24,4,23,33,0,62,7,24,35
Wheat Beers,Hefeweizen,Bernstein-Weizen,Störtebeker Braumanufaktur,Germany,5.5,3.56,20,41,Active,Bernstein-Weizen Störtebeker Braumanufaktur,9,32,35,13,19,29,0,62,14,40,39
Wheat Beers,Hefeweizen,Weisser Hirsch Allgäuer Weizen,Der HirschBrau/Privatbrauerei Höss,Germany,5.2,3.61,31,24,Active,Weisser Hirsch Allgäuer Weizen Der HirschBrau/Privatbrauerei Höss,16,35,17,7,34,30,0,50,8,28,56
Wheat Beers,Hefeweizen,Dreamer,Tree House Brewing Company,United States,5.2,4.1,21,33,Active,Dreamer Tree House Brewing Company,15,25,19,10,10,22,0,42,12,23,39
Wheat Beers,Hefeweizen,Weissbier Original,Unertl Weissbier,Germany,4.8,3.81,27,26,Active,Weissbier Original Unertl Weissbier,17,40,17,19,22,30,1,58,28,30,47
Wheat Beers,Hefeweizen,Wolters Weizen,Hofbrauhaus Wolters GmbH,Germany,5.3,3.58,25,27,Active,Wolters Weizen Hofbrauhaus Wolters GmbH,21,56,27,16,47,30,1,48,15,33,70
Wheat Beers,Hefeweizen,"Hefe ""R"" Weissen",Millstream Brewing Company,United States,5.7,3.39,31,21,Active,"Hefe ""R"" Weissen Millstream Brewing Company",15,35,27,13,22,21,1,41,14,27,46
Wheat Beers,Hefeweizen,Isarweizen,Heater Allen Brewing,United States,4.6,3.95,27,24,Active,Isarweizen Heater Allen Brewing,16,40,30,19,26,37,1,65,14,38,51
Wheat Beers,Hefeweizen,Lemon Hefeweizen,Great Lakes Brewing Co.,United States,5.1,3.59,21,28,Active,Lemon Hefeweizen Great Lakes Brewing Co.,21,37,30,13,30,30,0,45,16,28,50
Wheat Beers,Hefeweizen,Hefeweizen,Brauerei Fritz Gutmann,Germany,5.2,3.82,21,28,Active,Hefeweizen Brauerei Fritz Gutmann,20,32,28,13,10,79,0,77,12,21,28
Wheat Beers,Hefeweizen,Duckstein Weizen Cuvee,Duckstein GmbH,Germany,5.7,3.51,21,23,Active,Duckstein Weizen Cuvee Duckstein GmbH,12,48,16,15,27,28,0,53,15,32,49
Wheat Beers,Hefeweizen,Stiegl Weizen Gold Hefefein,Stieglbrauerei zu Salzburg GmbH,Austria,5.1,3.66,36,8,Active,Stiegl Weizen Gold Hefefein Stieglbrauerei zu Salzburg GmbH,23,67,31,18,37,42,0,69,14,25,67
Wheat Beers,Hefeweizen,Bavarian Style Hefeweizen,Silver City Brewing Co. / Silver City Restaurant & Ale House,United States,5.35,3.58,24,17,Active,Bavarian Style Hefeweizen Silver City Brewing Co. / Silver City Restaurant & Ale House,18,59,33,5,23,53,1,89,10,30,49
Wheat Beers,Hefeweizen,Leikeim Helle Weisse,Brauerei Leikeim,Germany,5.4,3.61,23,18,Active,Leikeim Helle Weisse Brauerei Leikeim,17,41,29,15,15,36,0,58,14,46,41
Wheat Beers,Hefeweizen,Kuchlbauer Weisse,Weissbierbrauerei Kuchlbauer,Germany,5.2,3.8,25,14,Active,Kuchlbauer Weisse Weissbierbrauerei Kuchlbauer,26,43,40,18,27,41,2,64,19,23,65
Wheat Beers,Hefeweizen,Faust Weizen Hell,Brauhaus Faust-Miltenberger,Germany,4.9,3.93,25,10,Active,Faust Weizen Hell Brauhaus Faust-Miltenberger,20,29,9,12,23,16,0,38,15,25,37
Wheat Beers,Hefeweizen,Blanche,Les Trois Mousquetaires,Canada,5,3.51,21,14,Active,Blanche Les Trois Mousquetaires,20,54,32,20,50,62,0,97,35,37,72
Wheat Beers,Hefeweizen,Moo Brew Wheat Beer,Moorilla Estate,Australia,5.1,3.26,23,11,Active,Moo Brew Wheat Beer Moorilla Estate,19,30,26,10,15,35,0,55,8,24,34
Wheat Beers,Hefeweizen,Burleigh Hefeweizen,Burleigh Brewing Co.,Australia,5.1,3.41,21,11,Retired,Burleigh Hefeweizen Burleigh Brewing Co.,15,40,34,19,22,27,0,52,21,29,42
Wheat Beers,Kristallweizen,Weihenstephaner Kristallweissbier,Bayerische Staatsbrauerei Weihenstephan,Germany,5.4,4.06,918,"1,185",Active,Weihenstephaner Kristallweissbier Bayerische Staatsbrauerei Weihenstephan,19,39,28,22,28,34,0,46,14,25,37
Wheat Beers,Kristallweizen,Apollo,Sixpoint Brewery,United States,5.2,3.81,206,553,Active,Apollo Sixpoint Brewery,20,33,22,12,10,22,0,55,15,36,42
Wheat Beers,Kristallweizen,Laughing Fox,New Glarus Brewing Company,United States,4.5,3.86,131,238,Active,Laughing Fox New Glarus Brewing Company,18,41,20,14,24,36,1,55,15,27,42
Wheat Beers,Kristallweizen,Erdinger Weissbier Kristallklar,Erdinger Weissbräu,Germany,5.3,3.6,150,197,Active,Erdinger Weissbier Kristallklar Erdinger Weissbräu,18,31,26,9,28,23,0,50,9,39,52
Wheat Beers,Kristallweizen,Tucher Kristall Weizen,Brauerei Tucher Brau,Germany,5.1,3.78,151,89,Active,Tucher Kristall Weizen Brauerei Tucher Brau,18,35,30,17,15,13,0,34,14,13,52
Wheat Beers,Kristallweizen,Old Chico Crystal Wheat,Sierra Nevada Brewing Co.,United States,4.8,3.51,55,167,Active,Old Chico Crystal Wheat Sierra Nevada Brewing Co.,18,40,23,15,20,17,0,46,24,23,44
Wheat Beers,Kristallweizen,Grasshopper Wheat Ale,Big Rock Brewery,Canada,5,3.09,104,113,Active,Grasshopper Wheat Ale Big Rock Brewery,39,45,39,27,18,18,1,31,42,12,56
Wheat Beers,Kristallweizen,Franziskaner Weissbier Kristallklar,Spaten-Franziskaner-Bräu,Germany,5,3.68,99,81,Active,Franziskaner Weissbier Kristallklar Spaten-Franziskaner-Bräu,9,32,25,15,17,26,0,39,16,10,50
Wheat Beers,Kristallweizen,Weissbier Kristallklar,Paulaner Brauerei,Germany,5.2,3.59,34,75,Active,Weissbier Kristallklar Paulaner Brauerei,37,41,29,19,18,27,0,55,20,27,43
Wheat Beers,Kristallweizen,Schöfferhofer Kristallweizen,Binding-Brauerei AG,Germany,5,3.52,42,50,Active,Schöfferhofer Kristallweizen Binding-Brauerei AG,15,18,21,9,14,13,0,34,10,22,35
Wheat Beers,Kristallweizen,Tap 2: Mein Kristall,Schneider Weisse G. Schneider & Sohn,Germany,5.3,3.8,27,64,Active,Tap 2: Mein Kristall Schneider Weisse G. Schneider & Sohn,34,48,27,19,37,33,1,54,23,34,51
Wheat Beers,Kristallweizen,Weisse Kristall,Brauerei Gebrüder Maisel,Germany,5.1,3.73,49,38,Active,Weisse Kristall Brauerei Gebrüder Maisel,24,25,28,7,11,21,4,42,14,36,33
Wheat Beers,Kristallweizen,Dancing Trout Ale,"Bayern Brewing, Inc. / Edelweiss Bistro",United States,5.4,3.32,38,42,Active,"Dancing Trout Ale Bayern Brewing, Inc. / Edelweiss Bistro",11,37,17,12,17,23,0,43,16,31,31
Wheat Beers,Kristallweizen,Bohemia Weizen,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",Mexico,5.7,3.3,24,35,Active,"Bohemia Weizen Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",19,38,34,18,41,30,2,54,22,11,69
Wheat Beers,Kristallweizen,Kristall Weisse,Hacker-Pschorr Bräu GmbH,Germany,5.5,3.88,29,17,Active,Kristall Weisse Hacker-Pschorr Bräu GmbH,22,35,24,11,11,30,0,45,14,10,29
Wheat Beers,Witbier,Blue Moon Belgian White,Blue Moon Brewing Company,United States,5.4,3.42,"1,784","5,969",Active,Blue Moon Belgian White Blue Moon Brewing Company,20,37,36,15,38,38,0,64,17,26,54
Wheat Beers,Witbier,White,Allagash Brewing Company,United States,5.2,4.16,"1,512","4,351",Active,White Allagash Brewing Company,7,11,11,8,18,28,0,32,6,4,28
Wheat Beers,Witbier,Hoegaarden Original White Ale,Brouwerij van Hoegaarden,Belgium,4.9,3.79,"1,889","3,816",Active,Hoegaarden Original White Ale Brouwerij van Hoegaarden,7,15,17,6,14,29,0,33,13,14,16
Wheat Beers,Witbier,Shock Top Belgian White,Anheuser-Busch,United States,5.2,2.96,953,"3,223",Active,Shock Top Belgian White Anheuser-Busch,9,22,19,5,1,24,0,23,15,11,14
Wheat Beers,Witbier,Namaste,Dogfish Head Craft Brewery,United States,4.8,3.77,709,"2,749",Active,Namaste Dogfish Head Craft Brewery,6,13,11,10,7,38,0,37,15,1,13
Wheat Beers,Witbier,White Rascal,Avery Brewing Company,United States,5.6,3.66,816,"1,842",Active,White Rascal Avery Brewing Company,14,15,12,11,12,44,0,54,34,29,21
Wheat Beers,Witbier,Blanche De Chambly,Unibroue,Canada,5,3.89,"1,102","1,525",Active,Blanche De Chambly Unibroue,15,21,16,18,14,39,1,45,31,21,18
Wheat Beers,Witbier,Bright White,Bell's Brewery - Eccentric Café & General Store,United States,5,3.65,819,"1,712",Active,Bright White Bell's Brewery - Eccentric Café & General Store,18,40,31,19,26,65,2,75,38,43,50
Wheat Beers,Witbier,Samuel Adams Cold Snap,Boston Beer Company (Samuel Adams),United States,5.3,3.44,384,"2,145",Active,Samuel Adams Cold Snap Boston Beer Company (Samuel Adams),6,29,13,5,23,25,0,26,15,20,28
Wheat Beers,Witbier,Witte Wheat Ale,Brewery Ommegang,United States,5.2,3.77,806,"1,453",Active,Witte Wheat Ale Brewery Ommegang,7,20,13,10,6,35,1,41,22,49,36
Wheat Beers,Witbier,Red & White,Dogfish Head Craft Brewery,United States,10,3.88,710,"1,137",Active,Red & White Dogfish Head Craft Brewery,18,22,9,14,10,42,0,49,22,26,15
Wheat Beers,Witbier,Samuel Adams White Christmas,Boston Beer Company (Samuel Adams),United States,5.8,3.45,343,"1,475",Active,Samuel Adams White Christmas Boston Beer Company (Samuel Adams),15,53,42,18,69,50,0,85,20,14,31
Wheat Beers,Witbier,Florida Cracker,Cigar City Brewing,United States,5.5,3.71,320,"1,477",Active,Florida Cracker Cigar City Brewing,7,25,38,13,12,25,1,34,13,86,41
Wheat Beers,Witbier,Wit,Brouwerij St. Bernardus NV,Belgium,5.5,4.15,741,"1,044",Active,Wit Brouwerij St. Bernardus NV,15,26,15,20,10,43,3,52,29,25,17
Wheat Beers,Witbier,Hitachino Nest White Ale,Kiuchi Brewery,Japan,5.5,4.06,606,"1,106",Active,Hitachino Nest White Ale Kiuchi Brewery,7,22,20,9,20,39,1,46,20,16,19
Wheat Beers,Witbier,Samuel Adams Blackberry Witbier,Boston Beer Company (Samuel Adams),United States,5.5,3.29,676,964,Active,Samuel Adams Blackberry Witbier Boston Beer Company (Samuel Adams),21,22,35,21,16,57,0,62,44,30,38
Wheat Beers,Witbier,UFO White,Harpoon Brewery & Beer Hall,United States,5.1,3.63,285,"1,297",Active,UFO White Harpoon Brewery & Beer Hall,18,31,41,11,94,40,0,88,9,5,49
Wheat Beers,Witbier,Samuel Adams White Ale,Boston Beer Company (Samuel Adams),United States,5.2,3.47,967,559,Active,Samuel Adams White Ale Boston Beer Company (Samuel Adams),10,20,34,11,8,28,1,33,19,6,24
Wheat Beers,Witbier,Clementine,Clown Shoes,United States,5,3.68,309,919,Active,Clementine Clown Shoes,13,24,11,23,13,41,0,49,24,33,20
Wheat Beers,Witbier,Island Rascal,Avery Brewing Company,United States,5.4,4.01,234,938,Active,Island Rascal Avery Brewing Company,20,20,26,21,22,62,0,68,22,23,30
Wheat Beers,Witbier,Positive Contact,Dogfish Head Craft Brewery,United States,9,3.82,217,889,Active,Positive Contact Dogfish Head Craft Brewery,20,23,20,12,67,112,0,102,18,13,33
Wheat Beers,Witbier,Holy Moses White Ale,Great Lakes Brewing Co.,United States,5.4,3.78,515,558,Active,Holy Moses White Ale Great Lakes Brewing Co.,21,23,16,5,37,49,1,56,22,36,13
Wheat Beers,Witbier,Blanche De Bruxelles / Manneken Pis Belgian White,Brasserie Lefèbvre SA,Belgium,4.5,3.74,348,698,Active,Blanche De Bruxelles / Manneken Pis Belgian White Brasserie Lefèbvre SA,27,22,17,20,12,94,3,57,25,16,19
Wheat Beers,Witbier,Calabaza Blanca,Jolly Pumpkin Artisan Ales,United States,4.8,3.9,480,566,Active,Calabaza Blanca Jolly Pumpkin Artisan Ales,13,28,12,6,19,27,0,40,19,34,28
Wheat Beers,Witbier,White Thai,Westbrook Brewing Co.,United States,5,3.74,170,846,Active,White Thai Westbrook Brewing Co.,17,32,10,11,15,46,0,36,16,12,30
Wheat Beers,Witbier,Whirlwind,Victory Brewing Company - Downingtown,United States,5.2,3.69,552,413,Active,Whirlwind Victory Brewing Company - Downingtown,19,26,34,18,13,51,2,61,44,46,25
Wheat Beers,Witbier,Wittekerke,De Brabandere,Belgium,5,3.59,490,457,Active,Wittekerke De Brabandere,15,18,18,15,13,48,1,51,22,22,31
Wheat Beers,Witbier,Great White,Lost Coast Brewery and Cafe,United States,4.8,3.43,343,602,Active,Great White Lost Coast Brewery and Cafe,10,34,16,12,10,31,0,24,23,20,37
Wheat Beers,Witbier,White,Alaskan Brewing Co.,United States,5.3,3.46,221,640,Active,White Alaskan Brewing Co.,23,22,26,8,9,26,0,31,11,7,30
Wheat Beers,Witbier,Grey Lady,Cisco Brewers Inc.,United States,4,3.52,192,576,Active,Grey Lady Cisco Brewers Inc.,14,26,23,6,29,61,0,68,11,19,20
Wheat Beers,Witbier,Icelandic White Ale,Einstök Ölgerð (Einstök Beer Company),Iceland,5.2,3.81,158,568,Active,Icelandic White Ale Einstök Ölgerð (Einstök Beer Company),8,21,9,6,12,17,2,27,20,20,16
